,Sentence,test
38024,"워싱턴 가는 공항에서 한국사람인 미국인을 만났다. 오정석 오다니엘이라고 했다. (기억해야지) 

신시내티로 가는 비행기 트랜스퍼 하는거 걱정 엄청했는데 가방을 어떻게 처리하는지 
게이트는 어디인지 하나하나 알아봐줬다. 

심지어 미국온 선물이라며 
스타벅스 좀비 프라푸치노도 사주셨다.

나랑 동갑이라고 했다. 90년생. 
그리고 의료기기 리스크매니지먼트 컨설팅 회사에 다니신다고 했다. 

그래서 같이 공유할 이야기가 엄청 많았다. 
재밌었고 자상하고 감사했다. 
더 얘기 듣고싶은데 너무 내얘기만 한거같다. 
그래도 용기 얻고 
나도 미국에서 포닥 꼭 해야지 다짐하게 되었다. 
미국 올 기회를 많이 만들어야겠다. 
자주 경험하고 많이 배워야겠다. 

워싱턴 경유한다고 엄청 짜증나는거 좋게 좋게 생각하려고 이너피스 유지했는데 
너무 좋은 인연 만난거 같아 좋았다. :-)",싫음
38025,"오늘도 엄청 바쁠꺼라는게 회사에 도착하기전에 느낌이 팍팍온다
이렇게 10월의 마직막이 지나가고 있다.
뜬금없에 오늘 #베스킨라빈스 #31일이네ㅋㅋㅋㅋ 오늘부터 다욧트 하려고 아침에 다짐했는데....
다짐한지 31분도 안지난거 같은데ㅜㅜ
아이고ㅋㅋㅋㅋㅋㅋㅋ#다욧#결심#31분#베스킨은?ㅠㅠ#하와유#S의끄적",싫음
38026,알람 없이 아침에 일어날 수 있다면 얼마나 좋을까,중립
38027,오늘 아들이랑 병무청을갔다.현역이 좋은건 지 공익이 좋은 건지.  다큰 아들이 왠지 작아보이네,행복
38028,"벌써 일년
임신한지 얼마 안된것 같더니
벌써 돌 ㅎㅎ
참 세월 빠르다
금방 학교가고
시집가겠지  
나도 이제 늙었나보다",괴로움
38029,"너무너무 졸림졸림 피곤피곤
휴가 휴유증은 옳지않다ㅠ",중립
38030,"사람은 모두 변하나봐요
처음엔 이랬는데 지금은 저렇고 
또 왜 이렇게 하지 않았냐고 
후회 하고 분노하고 
그런데 말입니다.
모두가 그렇게 변하더라고요.. 
사람이 변하는게 이상한게 아니더라고요 
이제 자연스럽게 받아들여야겠어요.",싫음
38031,"시간을 거슬러 갈 수 있다면...

후회되는 순간들,
붙잡았어야 하는 기회들,
피했어야 하는 상황들,
그리고 이제서야 알게된 소중한 인연...",슬픔
38032,"#해피벌스데이 
생일축하해 내친구들!",행복
38033,"말 잘하는 사람과
잘 말하는 사람은 다르다는데
오늘도 말만 잘하는 사람이
나를 피곤하게하지만
그런 사람에게조차도
잘 말하려고 노력중이다.ㅎ",행복
38034,졸려,싫음
38035,시월의마지막날 ᆞᆞ,중립
38036,"내 생각을 그대로 전달하기가
얼마나 어려운지.. 
그래서 내 생각을 그대로 알아주는 이가 나타난 것은 얼마나 큰 기적인지! 
너무나 고마운 요즘 
#기적 #고마워 #인연",중립
38037,"그게 그러니까.. 
장점일까 단점일까",중립
38038,"그게 그러니까.. 
장점일까 단점일까
생각하기 나름이겠지.",중립
38039,글쓰기에요,중립
38040,"소화가 안된다
점심을 너무 많이 먹었나..",싫음
38041,98776544321,중립
38042,구리구리,싫음
38043,아 바쁘다,싫음
38044,"힘들다.
아직 많이 부족함을 느낀다.
문제가 생기면 무엇인지 파악하고 빠르게 차선책으로 대응해야 하는데 그러질 못했다. 
전쟁통이었으면 이미 죽었을거야",싫음
38045,"그래도 배운 점이 있겠지.
내가 부족한 점이 무엇인지 깨달았으니 그것만으로도 감사히 받아들여야겠지.

지치는 하루",중립
38046,"회사에서의 인간관계도 어렵다. 
적극적이면서 예의바르고 열심히 하지만 튀지않게. 눈치도 봐야하고 적당히 재미있는 사람이기도 해야하고.
나 자신일 수 있을까?",슬픔
38047,"누군가에게 안겨 징징대고 싶은 날.
부모님은 부모님대로 걱정하실테고
친구들도 바쁘고지치고, 남친놈은 자기 할일한다고 바쁘다.
외롭다.",슬픔
38048,"반짝반짝 빛나던 스타가...
하늘로 올라가 별이되었다...
#.....",중립
38049,"어젠 너무 충격적인 소식이 있었다.
거짓말같았다.
지금도 거짓말같고.
광식이형 광태때부터 인상깊던 좋은 배우였는데 ㅡ
사람 일 한 치 앞도 몰라서
더 오늘을 살아가야 하는거겠지.....
좋은 곳에 가서 푹 쉬세요...",싫음
38050,"평생 이해할 수 없을 것 같은 아빠 
사실 이해해야 하는건 아닐지도.. 
나의 채찍이자 나의 아픈손가락
이걸 또 한 사람에게 드러내니 
공감해주는 모습에 또 눈물이 난다 
이렇게 내가 끊을 수 없는 인연은 
애써 외면하려 해도 
언제나 영향력이 커서, 
또 나를 감정적으로 만든다.",슬픔
38051,#코인노래방 에 있는 순간에는 머릿속에 근심걱정을 까맣게 잊을 수 있어서 행복하다,행복
38052,내가 구현하려고 했던 부분을 10년 전에 구현한 자료를 찾았다. 그런데 가독성이 엉망인 문서라 결국 독자 개발해야 하는 상황 ㅠㅠ,슬픔
38053,"발표 끝났다. 
온전히 파악한다고 생각했던 스크립트
막상 발표대에 올라가니 쉼표와 발음 놓치는게 많아서 당황스러웠다. 

앞으로 스크립트 없이 내 생각 표현할 수 있으면
좋겠다. 그렇게 노력해야지. 

- 그레잇 프레젠테이션
- 좋은 연구 했는데 여러 항목을 다루다 보니 들으면서 좀 혼란스러웠다. 하나하나 짚으면서 넘어갔으면 좋았겠다. 
- 방대한 양의 내용을 각자의 배경지식이 다른 상태를 고려하면서 발표하는건 힘든 부분이지않냐. 
- 이전 제품이랑 비교하는거 좋았다. 

----> 내 발표 피드백. 
다음엔 온전히 내가 파악하는 연구해서 
잘 발표해보고싶다. 확실히 연구를 잘하는것과 발표를 잘하는건 다른 것 같다. 하지만 발표를 잘하면 연구를 잘하게 되는 여러 사람의 아이디어를 얻을 수 있으니 앞으로 발표도 잘하고싶다. 헿 더 성장해야지. 

학회 재밌다. 앞으로 자주 다녀야겠다.",싫음
38054,"이렇게까지 해야하나싶다
우리가 원하지 않는데",싫음
38055,#아침 일찍 일어나 기지개를 펼 때가 제일 #상쾌 하다. 이제 11월! #화이팅,중립
38056,"11월을 여는 첫날!
나와 주변의 모든 사람들에게,
이 글을 읽는 모든 이들에게도
행복과 평안함이 깃들기를 
소망합니다~♡",중립
38057,"오늘은 병원진료를 받으러 왔다.
저번에 했던 검진결과가 나오는데,
별 이상이 없었으면 좋겠다.
여기서 더 나빠지면 정말 힘들 것 같다.",싫음
38058,#11월,중립
38059,#알수없는어딘가 집에 가자,중립
38060,"영어 잘하고싶다.
하루의 절반 정도가 영어를 쓸 수밖에 없는 상황에 놓여있는데, 회화에서 계속 부족함을 느끼니 자신감도 떨어지고 기회들을 계속 놓친다. 국어는 소설까지 쓸 수 있을 정도로 자신이 있는데, 왜 영어는 그게 안되는 걸까?",슬픔
38061,"아무도 내편은 없는것 같다 
직장생활이 다 이런거지뭐
이기적으로 나만 생각하며 살거야.",중립
38062,"엄마아빠만큼 대단한 존재는 없겠지
내가 볼땐 틀렸지만 그래도 수용해야 하는 거겠지.. 어렵다.",슬픔
38063,"여기 사람 많고..시끄럽다..ㅡㅡ
재미두 없네..",중립
38064,"가족에 너무 얽매이지 말아야지 
그만큼 믿음직스러운 것도 없지만 
이제 빠져나올 때도 되었을 만큼 시간이 지났잖아..",슬픔
38065,기술을 배우고 싶다,중립
38066,이달은 쉬어가며 여유를 누려볼까나?,중립
38067,흐린 날씨만큼 마음도 우울하네,슬픔
38068,"배부르고 졸립다.
땡땡이 치고 싶은 날",싫음
38069,날씨가스산하니마음이텅빈것같은 허전한기분이네,슬픔
38070,오늘은 월급날이다 잠시 스쳐지나가는 돈일 뿐이지만 나는 지금 이 순간 최고 부자다,중립
38071,"그러게.. 
더도말고 덜도말고 
어중간한 감정을 유지하는게 더 어렵다. 
욕심에 더 잘해주고 싶다가도 그러다가 
다 잃어버리면 어떡해, 하는 걱정에 
망설이지만 그것이 또 오해가 되었었지. 
그렇지만 그 또한 그냥 인연이 아닌 것이다. 
인연은 내가 의도하지 않아도 모든게 딱 맞아떨어지는 순간에 이루어져 있다.",싫음
38072,"오늘은 이래저래 조금 지치는 날입니다. 하지만 이런 날의 끝에는 너무나도 꿀맛같은 쉼이 기다리고 있겠죠
그 순간을 상상하며 버텨봅니다",중립
38073,날씨 넘나 추워진 것!,중립
38074,외쳐 #EE,중립
38075,"11월의 첫날
크헝 이제 달력을 한번만 넘기면 2018년이 되네
워후...아직도 2017년이 실감이 안나는데..
벌써 2018년이라니ㅜㅜ 진짜 빠름빠름
#2017년#잘가#안...녕2018...#하와유#S의끄적",중립
38076,허리아플 땐 폼롤러가 최고!,중립
38077,날씨가 구리구리구리,싫음
38078,힘들지만 기분좋은 하루,중립
38079,"급벙개♡
신난다♡♡♡♡",행복
38080,집 가서 육회랑 물회 먹는다 캬캬 날것은 ㅇ늘 맛있다 인생도 날로먹을래!!,행복
38081,"배가고프다...운동 얼렁하고 쉐이크랑 아몬드 와작와작하고싶다.
#배고픈다이어터#하와유#S의끄적",싫음
38082,"I begin to write by English for studying. If I get wrong sentences, give your comments to me.",중립
38083,내일 일을 나가지 않는다는 사실이 얼마나 행복한지,행복
38084,"월초라 그런지
바쁜게 지나가고
그나마 한가해졌구나

올해도 얼마 안남았다.
마지막까지 힘!!^^",중립
38085,아이들이 일찍 잠들고 여유있는 시간... ㅎ 하지만 설겆이 빨래 반찬만들기 할게 많구먼~ 아우웅....,중립
38086,"발표

글보다 사진
실제로 디자인 어떻게 했는지 실험 어떻게 했는지 궁금할 것 

메뉴얼은 어떻게 구성했는지 이런거도 궁금할것임

심리학 실험 어케 했는지 궁금한 것 처럼! 
앞으로 발표는 좀 다르게 하쟈!

그리고 항상 사진으로 남기기 ㅁㅁㅁ",싫음
38087,"내일 아무 일 없을 거라고 다독여도
언제나 하기 싫은 #출근
막상 가면 아무렇지도 않은데
침대에 누워있으면 왜 이렇게 가기 싫은지
모르겠다'-'ㅎ",싫음
38088,"내가 한 연구가 훨씬 의미있고 결과물이 훌륭한데 

나는 만족을 못한거같다. 
그래서 좀 더 잘 발표 못한듯 자신있게 
앞으로 자신있게 잘 포장해서 발표를 잘해야지 

자신감!!! 내가 한것들 다 의미있돠",싫음
38089,요즘들어 마음속에서는 계속 비만 내리는거 같다. 우중충 우중충. 웃고는 있는거 같은데.. 왜이리 힘드냐..#성격 이 이상한건가..,슬픔
38090,"비가 올듯 말듯..
어정쩡한 날씨..싫다..ㅡㅡ",싫음
38091,"기온이 뚝뚝내려가는데 한양간 아들은 방구석은 따스게 불지피고 사는지, 털손장갑은 있는지, 뜨시게 밥은 묵고 댕기는지, 겨울이 다가오니 매사가 걱정이다. 잘있음 잘있다고 편지라도 해주면 차암 조컸대이.참말로.",괴로움
38092,와!!!! #개피곤 #살려죠,싫음
38093,"훌쩍훌쩍

감기야 떨어져라",싫음
38094,왜 이렇게 나태해지는지 모르겠다.  처음의 초심은 잊어버리고 마냥 드러누워 지내고 싶다.,중립
38095,"괴롭다고 말하면 진심으로 안타까워해주는 사람이 있다는 것은 행복
아껴줘야지",슬픔
38096,오늘은 분명히 목요일인데 왜이리 금요일같은 것인가아아아,괴로움
38097,내가 무슨 말을 하든 사람들은 믿고 싶은 대로 믿기 때문에 그냥 말을 안꺼내기로 했다. 정보의 불균형을 해소하려는 시도는 다 헛된 희망일지도,싫음
38098,이게 뭔 난리,괴로움
38099,졸리다. 자고 싶다.,중립
38100,어깨와 가슴을 펴고 당당하게 살자,중립
38101,머리가 안돌아간드아~~~~~~@.@,싫음
38102,오늘은  미래에대해생각 해본다,중립
38103,"어제 딸 생일 케익 자르면서 와 벌써 네가 서른 살이야? 했다. 그러고 보니 내 나이 육십이네. .!?? 맞네. 허 참 세월 잘도가네.
자기나이 먹는거 모르는 사람 많을거야.
나처럼...",괴로움
38104,"퀀텀 머신러닝에 대한 강좌를 들었다.
로직은 다 이해되고 비전도 이해가 되는데 과연 물리적으로 현실세계에 통제 가능한 N qubit의 entangled state를 구현하는 것이 가능한가? 에는 여전히 물음표이다.
돈 벌 목적으로 이쪽 관련으로 투자하는건 시기상조라는 생각이다.",중립
38105,"정말정말 고되다.
머리 터질 것 같아. #살려죠",중립
38106,"누나가 서른이라니... 나는 벌써 27살이네??
#망했다 #늙었다 #젠장",싫음
38107,코에 여드름이 또 생기네 ㅠㅡㅠ 아...면역력제로 인생,싫음
38108,코에 여드름이 또 생기네 ㅠㅡㅠ 아...면역력제로 인간,싫음
38109,20대로 돌아가고 싶다.,중립
38110,얼마 전에 초승달이 예쁘다고 한 건 같은데 금방 달이 다 차오르고 있다. 시간 참 빠르다. #일상,중립
38111,레이싱게임에서 이길 수 있다니까 비웃네 ㅋㅋㅋㅋㅋㅋ두고보자잉,싫음
38112,"힘들어하시는 모습을 보니, 
예전 힘들었던 시간이 떠올라 마음이 아프다. 잘 견뎌내시길 바랄뿐",슬픔
38113,똥 마려운데 화장실에 화장지가 없다.,중립
38114,힘들다. 팀장 죽이고 싶다.,싫음
38115,"크~
퇴근하기전에 컴플 전화
2건이나 온거 실화냥",중립
38116,"오늘도 열심히 일한 나
수고하셨습니다.
내일만 무사히 넘기면
주말이니까 힘내십쇼
#토닥토닥",행복
38117,"출근 전, 한창 일하고 있을 때, 그리고 퇴근 후에 생각을 적어 보면 하루에도 정말 많은 생각을 하는구나 라고 느끼게 된다. 역시 기록은 중요한 것 같다. 언젠가는 내가 보고 듣는 모든 것을 24시간 기록할 수 있는 날도 오겠지?",싫음
38118,"무언가 새로 시작한다는 건 무척 설레는 일이다. 특히 좋은 사람들과 함께라면.
잘 할 수 있겠지?",행복
38119,"#이터널선샤인 졸려서 반밖에 못봤지만 
다시 같이 보고싶다. 
우리처럼 특별한 정신적 교감 없이도 
사랑이 가능하다는 이야기인가.. 
여자 주인공이 돌아이같던데. 
흠...
밤은 언제나 아쉽다. 
#졸린데자긴싫고 그런 책도 있듯이..
늘 졸린데 잠은 안자는 상황.",중립
38120,옆사람 담배쩐내 대박 출근길 넘 괴로워짐,싫음
38121,버스 환승 귀찮다 위치 바뀌는 거 신기해,괴로움
38122,자기 전에 오늘은 이런저런 걸 해야겠다고 생각했는데 깔끔하게 리셋됐다. 수면기억법같은거 없나?,싫음
38123,비가 와서 그런가 왠지 울적하다.,슬픔
38124,"알록달록하게 옷을 갈아있었다.
빨간색 노란색 초로색 갈색...
오늘의 패셔니스타는 나야나!!!ㅋㅋㅋㅋㅋㅋ
#단풍#산#하늘#난배고파#워크샵#하와유#S의끄적",행복
38125,비오는 날 내 마음에도 비가오는것같다☆☆☆,싫음
38126,아침애 출근하는데 나만 우산 없고 모두가 우산을 들고 간다....ㅜㅠㅠ비오지마라,싫음
38127,너무 춥다... 전기장판이 필요해 ㅠㅠ,슬픔
38128,소연언니 안경쓴거 씹덕 ㅠㅜ 앞머리짜르니까 더 귀엽다... 이제 내맘을 전해도 괜찮을까,행복
38129,오늘 점심 뭐먹을까?,중립
38130,나이를 먹는다는건 현명해진다고 자위하기엔 여전히 위로가 안되는것,중립
38131,내가내감정을알면좋을까?,중립
38132,나 진짜 뭐하고 있는지 모르겠다. 내 친구들은 다 제자리를 찾아가는데.,중립
